

     H1(P,E+NU)H2        
    t9       reaction rate
  8.000        3.90E+06
  9.000        7.12E+06
 10.000        1.20E+07


 



     O15(A,G)NE19                            
    t9       reaction rate
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        7.70E-47
  0.030        2.00E-43
  0.040        1.89E-38
  0.050        6.54E-35
  0.060        3.27E-32
  0.070        4.67E-30
  0.080        2.80E-28
  0.090        9.77E-27
  0.100        6.70E-25
  0.110        8.98E-23
  0.120        6.47E-21
  0.130        2.43E-19
  0.140        5.41E-18
  0.150        7.91E-17
  0.160        8.21E-16
  0.180        4.00E-14
  0.200        8.79E-13
  0.250        2.18E-10
  0.300        8.21E-09
  0.350        1.06E-07
  0.400        7.11E-07
  0.450        3.12E-06
  0.500        1.04E-05
  0.600        7.05E-05
  0.700        3.45E-04
  0.800        1.38E-03
  0.900        4.62E-03
  1.000        1.31E-02
  1.250        1.00E-01
  1.500        4.37E-01
  1.750        1.34E+00
  2.000        3.26E+00
  2.500        1.24E+01
  3.000        3.26E+01
  3.500        6.83E+01
  4.000        1.22E+02
  5.000        2.90E+02
  6.000        5.25E+02
  7.000        7.91E+02
  8.000        1.04E+03
  9.000        1.24E+03
 10.000        1.35E+03


 



     O16(P,G)F17                             
    t9       reaction rate
  0.002        2.68E-48
  0.003        3.81E-41
  0.004        1.23E-36
  0.005        1.98E-33
  0.006        5.52E-31
  0.007        4.93E-29
  0.008        2.00E-27
  0.009        4.59E-26
  0.010        6.79E-25
  0.011        7.15E-24
  0.012        5.75E-23
  0.013        3.70E-22
  0.014        1.98E-21
  0.015        9.11E-21
  0.016        3.67E-20
  0.018        4.32E-19
  0.020        3.60E-18
  0.025        2.51E-16
  0.030        6.35E-15
  0.040        6.94E-13
  0.050        1.93E-11
  0.060        2.43E-10
  0.070        1.82E-09
  0.080        9.55E-09
  0.090        3.86E-08
  0.100        1.28E-07
  0.110        3.65E-07
  0.120        9.20E-07
  0.130        2.10E-06
  0.140        4.41E-06
  0.150        8.65E-06
  0.160        1.60E-05
  0.180        4.73E-05
  0.200        1.20E-04
  0.250        7.66E-04
  0.300        3.12E-03
  0.350        9.48E-03
  0.400        2.36E-02
  0.450        5.09E-02
  0.500        9.82E-02
  0.600        2.88E-01
  0.700        6.75E-01
  0.800        1.36E+00
  0.900        2.44E+00
  1.000        4.02E+00
  1.250        1.09E+01
  1.500        2.30E+01
  1.750        4.17E+01
  2.000        6.77E+01
  2.500        1.44E+02
  3.000        2.55E+02
  3.500        4.00E+02
  4.000        5.79E+02
  5.000        1.03E+03
  6.000        1.58E+03
  7.000        2.23E+03
  8.000        2.95E+03
  9.000        3.73E+03
 10.000        4.56E+03


 



     O16(P,A)N13                             
    t9       reaction rate
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        0.00E+00
  0.400        0.00E+00
  0.450        0.00E+00
  0.500        0.00E+00
  0.600        5.93E-45
  0.700        7.37E-38
  0.800        1.74E-32
  0.900        2.88E-28
  1.000        7.30E-25
  1.250        1.16E-18
  1.500        1.85E-14
  1.750        2.03E-11
  2.000        4.08E-09
  2.500        7.49E-06
  3.000        1.18E-03
  3.500        4.51E-02
  4.000        6.95E-01
  5.000        3.16E+01
  6.000        3.92E+02
  7.000        2.30E+03
  8.000        8.41E+03
  9.000        2.25E+04
 10.000        4.83E+04


 



     O16(A,G)NE20                            
    t9       reaction rate
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        9.77E-49
  0.030        2.62E-45
  0.040        2.61E-40
  0.050        9.35E-37
  0.060        4.80E-34
  0.070        7.01E-32
  0.080        4.27E-30
  0.090        1.38E-28
  0.100        2.74E-27
  0.110        3.74E-26
  0.120        3.78E-25
  0.130        2.99E-24
  0.140        1.93E-23
  0.150        1.05E-22
  0.160        4.94E-22
  0.180        7.74E-21
  0.200        1.11E-19
  0.250        6.55E-16
  0.300        4.76E-13
  0.350        5.19E-11
  0.400        1.74E-09
  0.450        2.66E-08
  0.500        2.36E-07
  0.600        6.34E-06
  0.700        6.72E-05
  0.800        3.97E-04
  0.900        1.58E-03
  1.000        4.73E-03
  1.250        3.35E-02
  1.500        1.20E-01
  1.750        2.90E-01
  2.000        5.51E-01
  2.500        1.31E+00
  3.000        2.29E+00
  3.500        3.51E+00
  4.000        5.13E+00
  5.000        1.07E+01
  6.000        2.20E+01
  7.000        4.19E+01
  8.000        7.34E+01
  9.000        1.19E+02
 10.000        1.80E+02


 



     O17(P,G)F18                             
    t9       reaction rate
  0.002        3.34E-48
  0.003        4.78E-41
  0.004        1.55E-36
  0.005        2.49E-33
  0.006        6.91E-31
  0.007        6.16E-29
  0.008        2.50E-27
  0.009        5.70E-26
  0.010        8.42E-25
  0.011        8.85E-24
  0.012        7.09E-23
  0.013        4.56E-22
  0.014        2.44E-21
  0.015        1.12E-20
  0.016        4.50E-20
  0.018        5.28E-19
  0.020        4.39E-18
  0.025        3.05E-16
  0.030        7.70E-15
  0.040        8.44E-13
  0.050        2.37E-11
  0.060        3.00E-10
  0.070        2.32E-09
  0.080        1.33E-08
  0.090        6.59E-08
  0.100        2.91E-07
  0.110        1.13E-06
  0.120        3.73E-06
  0.130        1.07E-05
  0.140        2.66E-05
  0.150        5.91E-05
  0.160        1.19E-04
  0.180        3.85E-04
  0.200        9.80E-04
  0.250        5.26E-03
  0.300        1.68E-02
  0.350        4.58E-02
  0.400        1.38E-01
  0.450        4.48E-01
  0.500        1.36E+00
  0.600        8.12E+00
  0.700        3.00E+01
  0.800        7.95E+01
  0.900        1.68E+02
  1.000        3.03E+02
  1.250        8.49E+02
  1.500        1.64E+03
  1.750        2.57E+03
  2.000        3.54E+03
  2.500        5.42E+03
  3.000        7.04E+03
  3.500        8.39E+03
  4.000        9.54E+03
  5.000        1.14E+04
  6.000        1.30E+04
  7.000        1.44E+04
  8.000        1.58E+04
  9.000        1.71E+04
 10.000        1.85E+04


 



     O17(P,A)N14                             
    t9       reaction rate
  0.002        2.64E-49
  0.003        3.99E-42
  0.004        1.36E-37
  0.005        2.30E-34
  0.006        6.70E-32
  0.007        6.25E-30
  0.008        2.65E-28
  0.009        6.30E-27
  0.010        9.68E-26
  0.011        1.06E-24
  0.012        8.82E-24
  0.013        5.88E-23
  0.014        3.26E-22
  0.015        1.55E-21
  0.016        6.49E-21
  0.018        8.77E-20
  0.020        1.06E-18
  0.025        4.07E-16
  0.030        3.47E-14
  0.040        9.11E-12
  0.050        2.43E-10
  0.060        2.08E-09
  0.070        9.53E-09
  0.080        3.10E-08
  0.090        9.10E-08
  0.100        2.90E-07
  0.110        9.90E-07
  0.120        3.21E-06
  0.130        9.23E-06
  0.140        2.34E-05
  0.150        5.27E-05
  0.160        1.08E-04
  0.180        3.77E-04
  0.200        1.24E-03
  0.250        3.53E-02
  0.300        6.37E-01
  0.350        5.52E+00
  0.400        2.87E+01
  0.450        1.05E+02
  0.500        2.99E+02
  0.600        1.48E+03
  0.700        4.74E+03
  0.800        1.16E+04
  0.900        2.35E+04
  1.000        4.18E+04
  1.250        1.22E+05
  1.500        2.58E+05
  1.750        4.51E+05
  2.000        6.99E+05
  2.500        1.34E+06
  3.000        2.13E+06
  3.500        3.04E+06
  4.000        4.04E+06
  5.000        6.24E+06
  6.000        8.63E+06
  7.000        1.11E+07
  8.000        1.37E+07
  9.000        1.64E+07
 10.000        1.91E+07


 



     O17(A,G)NE21                            
    t9       reaction rate
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        1.55E-48
  0.020        2.74E-46
  0.025        8.70E-42
  0.030        2.35E-38
  0.040        2.34E-33
  0.050        8.29E-30
  0.060        4.19E-27
  0.070        6.00E-25
  0.080        3.58E-23
  0.090        1.13E-21
  0.100        2.20E-20
  0.110        2.93E-19
  0.120        2.89E-18
  0.130        2.23E-17
  0.140        1.41E-16
  0.150        7.46E-16
  0.160        3.43E-15
  0.180        5.04E-14
  0.200        5.08E-13
  0.250        5.03E-11
  0.300        1.62E-09
  0.350        2.53E-08
  0.400        2.38E-07
  0.450        1.55E-06
  0.500        7.65E-06
  0.600        1.02E-04
  0.700        7.68E-04
  0.800        3.90E-03
  0.900        1.49E-02
  1.000        4.58E-02
  1.250        3.89E-01
  1.500        1.76E+00
  1.750        5.35E+00
  2.000        1.24E+01
  2.500        3.96E+01
  3.000        8.39E+01
  3.500        1.42E+02
  4.000        2.13E+02
  5.000        4.01E+02
  6.000        6.65E+02
  7.000        1.01E+03
  8.000        1.40E+03
  9.000        1.82E+03
 10.000        2.24E+03


 



     O17(A,N)NE20                            
    t9       reaction rate
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        2.56E-50
  0.018        1.05E-47
  0.020        1.87E-45
  0.025        6.07E-41
  0.030        1.68E-37
  0.040        1.73E-32
  0.050        6.36E-29
  0.060        3.32E-26
  0.070        4.91E-24
  0.080        3.02E-22
  0.090        9.81E-21
  0.100        1.96E-19
  0.110        2.69E-18
  0.120        2.73E-17
  0.130        2.16E-16
  0.140        1.40E-15
  0.150        7.61E-15
  0.160        3.58E-14
  0.180        5.54E-13
  0.200        5.84E-12
  0.250        6.49E-10
  0.300        2.33E-08
  0.350        4.03E-07
  0.400        4.20E-06
  0.450        3.03E-05
  0.500        1.65E-04
  0.600        2.65E-03
  0.700        2.40E-02
  0.800        1.45E-01
  0.900        6.59E-01
  1.000        2.39E+00
  1.250        3.05E+01
  1.500        2.03E+02
  1.750        8.86E+02
  2.000        2.89E+03
  2.500        1.71E+04
  3.000        6.07E+04
  3.500        1.55E+05
  4.000        3.18E+05
  5.000        8.54E+05
  6.000        1.58E+06
  7.000        2.34E+06
  8.000        2.98E+06
  9.000        3.44E+06
 10.000        3.71E+06


 



     O18(P,G)F19                             
    t9       reaction rate
  0.002        4.93E-48
  0.003        7.45E-41
  0.004        2.94E-36
  0.005        3.47E-32
  0.006        5.24E-29
  0.007        1.01E-26
  0.008        5.08E-25
  0.009        1.05E-23
  0.010        1.18E-22
  0.011        8.39E-22
  0.012        4.30E-21
  0.013        1.71E-20
  0.014        5.68E-20
  0.015        1.64E-19
  0.016        4.34E-19
  0.018        2.63E-18
  0.020        1.50E-17
  0.025        8.43E-16
  0.030        2.22E-14
  0.040        2.76E-12
  0.050        1.30E-10
  0.060        1.03E-08
  0.070        3.95E-07
  0.080        6.28E-06
  0.090        5.33E-05
  0.100        2.91E-04
  0.110        1.15E-03
  0.120        3.57E-03
  0.130        9.23E-03
  0.140        2.07E-02
  0.150        4.13E-02
  0.160        7.52E-02
  0.180        2.01E-01
  0.200        4.34E-01
  0.250        1.65E+00
  0.300        3.82E+00
  0.350        6.71E+00
  0.400        9.99E+00
  0.450        1.34E+01
  0.500        1.68E+01
  0.600        2.38E+01
  0.700        3.31E+01
  0.800        4.80E+01
  0.900        7.21E+01
  1.000        1.09E+02
  1.250        2.73E+02
  1.500        5.53E+02
  1.750        9.47E+02
  2.000        1.44E+03
  2.500        2.65E+03
  3.000        4.07E+03
  3.500        5.60E+03
  4.000        7.17E+03
  5.000        1.03E+04
  6.000        1.34E+04
  7.000        1.64E+04
  8.000        1.91E+04
  9.000        2.18E+04
 10.000        2.43E+04


 



     O18(P,A)N15                             
    t9       reaction rate
  0.002        5.12E-45
  0.003        7.70E-38
  0.004        2.62E-33
  0.005        6.71E-30
  0.006        5.28E-27
  0.007        9.00E-25
  0.008        4.45E-23
  0.009        9.36E-22
  0.010        1.08E-20
  0.011        8.26E-20
  0.012        4.72E-19
  0.013        2.22E-18
  0.014        9.17E-18
  0.015        3.48E-17
  0.016        1.23E-16
  0.018        1.28E-15
  0.020        1.03E-14
  0.025        7.36E-13
  0.030        1.95E-11
  0.040        2.33E-09
  0.050        7.75E-08
  0.060        2.42E-06
  0.070        7.01E-05
  0.080        1.05E-03
  0.090        8.79E-03
  0.100        4.76E-02
  0.110        1.88E-01
  0.120        5.83E-01
  0.130        1.51E+00
  0.140        3.38E+00
  0.150        6.75E+00
  0.160        1.23E+01
  0.180        3.29E+01
  0.200        7.12E+01
  0.250        2.74E+02
  0.300        6.53E+02
  0.350        1.21E+03
  0.400        2.01E+03
  0.450        3.33E+03
  0.500        6.14E+03
  0.600        2.72E+04
  0.700        1.10E+05
  0.800        3.36E+05
  0.900        8.12E+05
  1.000        1.64E+06
  1.250        5.66E+06
  1.500        1.25E+07
  1.750        2.13E+07
  2.000        3.12E+07
  2.500        5.07E+07
  3.000        6.73E+07
  3.500        8.05E+07
  4.000        9.04E+07
  5.000        1.02E+08
  6.000        1.07E+08
  7.000        1.07E+08
  8.000        1.06E+08
  9.000        1.03E+08
 10.000        9.91E+07


 



     O18(A,G)NE22                            
    t9       reaction rate
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        5.88E-45
  0.030        2.62E-39
  0.040        2.80E-32
  0.050        4.28E-28
  0.060        2.51E-25
  0.070        2.30E-23
  0.080        6.62E-22
  0.090        8.84E-21
  0.100        6.92E-20
  0.110        3.68E-19
  0.120        1.47E-18
  0.130        4.90E-18
  0.140        1.94E-17
  0.150        1.50E-16
  0.160        1.54E-15
  0.180        9.42E-14
  0.200        2.58E-12
  0.250        9.73E-10
  0.300        4.99E-08
  0.350        8.28E-07
  0.400        6.78E-06
  0.450        3.47E-05
  0.500        1.28E-04
  0.600        8.92E-04
  0.700        3.52E-03
  0.800        9.68E-03
  0.900        2.10E-02
  1.000        3.86E-02
  1.250        1.19E-01
  1.500        3.23E-01
  1.750        9.88E-01
  2.000        2.99E+00
  2.500        1.81E+01
  3.000        6.57E+01
  3.500        1.71E+02
  4.000        3.58E+02
  5.000        1.04E+03
  6.000        2.20E+03
  7.000        3.85E+03
  8.000        5.96E+03
  9.000        8.49E+03
 10.000        1.14E+04


 



     O18(A,N)NE21                            
    t9       reaction rate
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        1.84E-48
  0.080        3.19E-42
  0.090        2.27E-37
  0.100        1.73E-33
  0.110        2.60E-30
  0.120        1.15E-27
  0.130        2.00E-25
  0.140        1.66E-23
  0.150        7.66E-22
  0.160        2.19E-20
  0.180        5.84E-18
  0.200        5.10E-16
  0.250        1.64E-12
  0.300        4.97E-10
  0.350        3.47E-08
  0.400        7.98E-07
  0.450        8.96E-06
  0.500        6.28E-05
  0.600        1.28E-03
  0.700        1.26E-02
  0.800        7.91E-02
  0.900        3.66E-01
  1.000        1.36E+00
  1.250        1.81E+01
  1.500        1.27E+02
  1.750        5.85E+02
  2.000        2.02E+03
  2.500        1.36E+04
  3.000        5.54E+04
  3.500        1.63E+05
  4.000        3.84E+05
  5.000        1.35E+06
  6.000        3.21E+06
  7.000        5.92E+06
  8.000        9.23E+06
  9.000        1.28E+07
 10.000        1.64E+07


 



     F19(P,G)NE20                            
    t9       reaction rate
  0.002        0.00E+00
  0.003        8.73E-46
  0.004        7.07E-41
  0.005        2.19E-37
  0.006        1.01E-34
  0.007        1.35E-32
  0.008        7.70E-31
  0.009        2.34E-29
  0.010        4.44E-28
  0.011        5.82E-27
  0.012        5.67E-26
  0.013        4.34E-25
  0.014        2.72E-24
  0.015        1.45E-23
  0.016        6.65E-23
  0.018        9.90E-22
  0.020        1.01E-20
  0.025        1.07E-18
  0.030        3.75E-17
  0.040        6.69E-15
  0.050        2.67E-13
  0.060        4.45E-12
  0.070        4.21E-11
  0.080        2.69E-10
  0.090        1.29E-09
  0.100        4.96E-09
  0.110        1.62E-08
  0.120        4.61E-08
  0.130        1.20E-07
  0.140        2.96E-07
  0.150        7.23E-07
  0.160        1.80E-06
  0.180        1.12E-05
  0.200        6.15E-05
  0.250        1.63E-03
  0.300        1.51E-02
  0.350        7.61E-02
  0.400        2.69E-01
  0.450        7.64E-01
  0.500        1.87E+00
  0.600        7.97E+00
  0.700        2.39E+01
  0.800        5.51E+01
  0.900        1.05E+02
  1.000        1.75E+02
  1.250        4.29E+02
  1.500        7.59E+02
  1.750        1.12E+03
  2.000        1.49E+03
  2.500        2.16E+03
  3.000        2.73E+03
  3.500        3.17E+03
  4.000        3.50E+03
  5.000        3.91E+03
  6.000        4.09E+03
  7.000        4.13E+03
  8.000        4.10E+03
  9.000        4.04E+03
 10.000        3.95E+03


 



     F19(P,N)NE19                            
    t9       reaction rate
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        1.51E-50
  0.400        2.60E-43
  0.450        1.10E-37
  0.500        3.51E-33
  0.600        1.99E-26
  0.700        1.32E-21
  0.800        5.49E-18
  0.900        3.58E-15
  1.000        6.38E-13
  1.250        7.20E-09
  1.500        3.63E-06
  1.750        3.10E-04
  2.000        8.72E-03
  2.500        9.36E-01
  3.000        2.13E+01
  3.500        1.99E+02
  4.000        1.07E+03
  5.000        1.14E+04
  6.000        5.61E+04
  7.000        1.77E+05
  8.000        4.23E+05
  9.000        8.40E+05
 10.000        1.46E+06


 



     F19(P,A)O16                             
    t9       reaction rate
  0.002        8.50E-50
  0.003        5.12E-42
  0.004        4.15E-37
  0.005        1.29E-33
  0.006        5.92E-31
  0.007        7.93E-29
  0.008        4.51E-27
  0.009        1.37E-25
  0.010        2.60E-24
  0.011        3.40E-23
  0.012        3.32E-22
  0.013        2.54E-21
  0.014        1.59E-20
  0.015        8.45E-20
  0.016        3.89E-19
  0.018        5.78E-18
  0.020        5.92E-17
  0.025        6.26E-15
  0.030        2.19E-13
  0.040        3.91E-11
  0.050        1.56E-09
  0.060        2.61E-08
  0.070        2.48E-07
  0.080        1.59E-06
  0.090        7.67E-06
  0.100        2.98E-05
  0.110        9.76E-05
  0.120        2.81E-04
  0.130        7.36E-04
  0.140        1.83E-03
  0.150        4.47E-03
  0.160        1.11E-02
  0.180        6.81E-02
  0.200        3.67E-01
  0.250        9.56E+00
  0.300        8.63E+01
  0.350        4.10E+02
  0.400        1.32E+03
  0.450        3.35E+03
  0.500        7.28E+03
  0.600        2.61E+04
  0.700        7.30E+04
  0.800        1.67E+05
  0.900        3.27E+05
  1.000        5.63E+05
  1.250        1.50E+06
  1.500        2.88E+06
  1.750        4.54E+06
  2.000        6.37E+06
  2.500        1.02E+07
  3.000        1.37E+07
  3.500        1.69E+07
  4.000        1.96E+07
  5.000        2.37E+07
  6.000        2.64E+07
  7.000        2.81E+07
  8.000        2.91E+07
  9.000        2.97E+07
 10.000        3.01E+07


 



     F19(A,P)NE22                            
    t9       reaction rate
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        1.74E-50
  0.025        1.45E-45
  0.030        8.21E-42
  0.040        2.43E-36
  0.050        1.89E-32
  0.060        1.75E-29
  0.070        4.10E-27
  0.080        3.69E-25
  0.090        1.65E-23
  0.100        4.35E-22
  0.110        7.60E-21
  0.120        9.54E-20
  0.130        9.15E-19
  0.140        7.02E-18
  0.150        4.46E-17
  0.160        2.42E-16
  0.180        4.80E-15
  0.200        6.26E-14
  0.250        1.05E-11
  0.300        5.08E-10
  0.350        1.09E-08
  0.400        1.34E-07
  0.450        1.09E-06
  0.500        6.57E-06
  0.600        1.30E-04
  0.700        1.50E-03
  0.800        1.17E-02
  0.900        6.58E-02
  1.000        2.80E-01
  1.250        4.36E+00
  1.500        3.01E+01
  1.750        1.26E+02
  2.000        3.83E+02
  2.500        1.92E+03
  3.000        5.90E+03
  3.500        1.36E+04
  4.000        2.63E+04
  5.000        6.95E+04
  6.000        1.40E+05
  7.000        2.39E+05
  8.000        3.66E+05
  9.000        5.22E+05
 10.000        7.04E+05


 



     NE19(P,G)NA20                           
    t9       reaction rate
  0.003        0.00E+00
  0.004        5.26E-46
  0.005        2.94E-42
  0.006        2.12E-39
  0.007        4.06E-37
  0.008        3.09E-35
  0.009        1.21E-33
  0.010        2.83E-32
  0.011        4.46E-31
  0.012        5.12E-30
  0.013        4.54E-29
  0.014        3.25E-28
  0.015        1.94E-27
  0.016        9.97E-27
  0.018        1.80E-25
  0.020        2.17E-24
  0.025        3.18E-22
  0.030        1.42E-20
  0.040        3.61E-18
  0.050        1.84E-16
  0.060        3.69E-15
  0.070        4.03E-14
  0.080        2.89E-13
  0.090        1.53E-12
  0.100        6.40E-12
  0.110        2.24E-11
  0.120        6.78E-11
  0.130        1.83E-10
  0.140        4.46E-10
  0.150        1.00E-09
  0.160        2.11E-09
  0.180        7.82E-09
  0.200        2.42E-08
  0.250        2.35E-07
  0.300        1.63E-06
  0.350        1.55E-05
  0.400        1.51E-04
  0.450        1.01E-03
  0.500        4.74E-03
  0.600        4.76E-02
  0.700        2.41E-01
  0.800        7.98E-01
  0.900        1.99E+00
  1.000        4.07E+00
  1.250        1.42E+01
  1.500        3.13E+01
  1.750        5.35E+01
  2.000        7.82E+01
  2.500        1.27E+02
  3.000        1.70E+02
  3.500        2.02E+02
  4.000        2.27E+02
  5.000        2.59E+02
  6.000        2.79E+02
  7.000        2.95E+02
  8.000        3.14E+02
  9.000        3.39E+02
 10.000        3.71E+02


 



     NE20(P,G)NA21                           
    t9       reaction rate
  0.003        1.22E-47
  0.004        1.82E-42
  0.005        8.49E-39
  0.006        5.27E-36
  0.007        8.87E-34
  0.008        6.05E-32
  0.009        2.13E-30
  0.010        4.57E-29
  0.011        6.65E-28
  0.012        7.10E-27
  0.013        5.88E-26
  0.014        3.96E-25
  0.015        2.23E-24
  0.016        1.09E-23
  0.018        1.78E-22
  0.020        1.97E-21
  0.025        2.42E-19
  0.030        9.43E-18
  0.040        1.94E-15
  0.050        8.53E-14
  0.060        1.52E-12
  0.070        1.51E-11
  0.080        1.00E-10
  0.090        4.96E-10
  0.100        1.96E-09
  0.110        6.51E-09
  0.120        1.88E-08
  0.130        4.86E-08
  0.140        1.14E-07
  0.150        2.48E-07
  0.160        5.04E-07
  0.180        1.77E-06
  0.200        5.28E-06
  0.250        5.10E-05
  0.300        3.17E-04
  0.350        1.39E-03
  0.400        4.54E-03
  0.450        1.18E-02
  0.500        2.59E-02
  0.600        8.76E-02
  0.700        2.20E-01
  0.800        4.73E-01
  0.900        9.45E-01
  1.000        1.82E+00
  1.250        8.05E+00
  1.500        2.68E+01
  1.750        6.78E+01
  2.000        1.40E+02
  2.500        3.93E+02
  3.000        7.92E+02
  3.500        1.32E+03
  4.000        1.94E+03
  5.000        3.37E+03
  6.000        4.95E+03
  7.000        6.62E+03
  8.000        8.34E+03
  9.000        1.01E+04
 10.000        1.19E+04


 



     NE20(P,A)F17                            
    t9       reaction rate
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        0.00E+00
  0.400        0.00E+00
  0.450        0.00E+00
  0.500        7.70E-46
  0.600        1.36E-37
  0.700        1.34E-31
  0.800        4.92E-27
  0.900        1.97E-23
  1.000        1.65E-20
  1.250        3.81E-15
  1.500        1.80E-11
  1.750        8.69E-09
  2.000        9.82E-07
  2.500        8.62E-04
  3.000        8.91E-02
  3.500        2.61E+00
  4.000        3.41E+01
  5.000        1.30E+03
