

     H1(P,E+NU)H2        
    t9       reaction rate
  8.000        1.11E+08
  9.000        1.17E+08
 10.000        1.22E+08


 



      AL26G(N,A)NA23                         
    t9       reaction rate
  0.001        3.38E+06
  0.002        3.38E+06
  0.003        3.38E+06
  0.004        3.39E+06
  0.005        3.39E+06
  0.006        3.39E+06
  0.007        3.39E+06
  0.008        3.39E+06
  0.009        3.39E+06
  0.010        3.39E+06
  0.011        3.39E+06
  0.012        3.40E+06
  0.013        3.40E+06
  0.014        3.40E+06
  0.015        3.40E+06
  0.016        3.40E+06
  0.018        3.40E+06
  0.020        3.41E+06
  0.025        3.41E+06
  0.030        3.42E+06
  0.040        3.43E+06
  0.050        3.45E+06
  0.060        3.46E+06
  0.070        3.47E+06
  0.080        3.49E+06
  0.090        3.50E+06
  0.100        3.51E+06
  0.110        3.53E+06
  0.120        3.54E+06
  0.130        3.56E+06
  0.140        3.57E+06
  0.150        3.58E+06
  0.160        3.60E+06
  0.180        3.63E+06
  0.200        3.65E+06
  0.250        3.73E+06
  0.300        3.80E+06
  0.350        3.87E+06
  0.400        3.95E+06
  0.450        4.03E+06
  0.500        4.10E+06
  0.600        4.24E+06
  0.700        4.38E+06
  0.800        4.52E+06
  0.900        4.64E+06
  1.000        4.76E+06
  1.250        5.05E+06
  1.500        5.32E+06
  1.750        5.59E+06
  2.000        5.89E+06
  2.500        6.62E+06
  3.000        7.60E+06
  3.500        8.87E+06
  4.000        1.05E+07
  5.000        1.47E+07
  6.000        2.02E+07
  7.000        2.63E+07
  8.000        3.18E+07
  9.000        3.53E+07
 10.000        3.53E+07


 



      AL26T(P,G)SI27                         
    t9       reaction rate
  0.004        5.49E-49
  0.005        1.69E-44
  0.006        4.48E-41
  0.007        2.42E-38
  0.008        4.34E-36
  0.009        3.48E-34
  0.010        1.52E-32
  0.011        4.10E-31
  0.012        7.60E-30
  0.013        1.03E-28
  0.014        1.08E-27
  0.015        9.16E-27
  0.016        6.45E-26
  0.018        2.04E-24
  0.020        3.97E-23
  0.025        1.51E-20
  0.030        1.38E-18
  0.040        9.74E-16
  0.050        1.01E-13
  0.060        3.41E-12
  0.070        5.59E-11
  0.080        5.55E-10
  0.090        3.83E-09
  0.100        2.02E-08
  0.110        8.81E-08
  0.120        3.38E-07
  0.130        1.19E-06
  0.140        3.93E-06
  0.150        1.22E-05
  0.160        3.49E-05
  0.180        2.25E-04
  0.200        1.08E-03
  0.250        2.01E-02
  0.300        1.52E-01
  0.350        6.68E-01
  0.400        2.07E+00
  0.450        5.03E+00
  0.500        1.03E+01
  0.600        3.04E+01
  0.700        6.59E+01
  0.800        1.18E+02
  0.900        1.86E+02
  1.000        2.68E+02
  1.250        5.20E+02
  1.500        8.09E+02
  1.750        1.11E+03
  2.000        1.40E+03
  2.500        1.91E+03
  3.000        2.31E+03
  3.500        2.63E+03
  4.000        2.89E+03
  5.000        3.31E+03
  6.000        3.71E+03
  7.000        4.11E+03
  8.000        4.47E+03
  9.000        4.70E+03
 10.000        4.69E+03


 



      AL26M(P,G)SI27                         
    t9       reaction rate
  0.004        1.10E-48
  0.005        3.39E-44
  0.006        8.99E-41
  0.007        4.86E-38
  0.008        8.71E-36
  0.009        6.98E-34
  0.010        3.04E-32
  0.011        8.23E-31
  0.012        1.52E-29
  0.013        2.07E-28
  0.014        2.17E-27
  0.015        1.84E-26
  0.016        1.29E-25
  0.018        4.08E-24
  0.020        7.96E-23
  0.025        3.02E-20
  0.030        2.77E-18
  0.040        1.95E-15
  0.050        2.02E-13
  0.060        6.84E-12
  0.070        1.12E-10
  0.080        1.11E-09
  0.090        7.67E-09
  0.100        4.01E-08
  0.110        1.69E-07
  0.120        6.00E-07
  0.130        1.85E-06
  0.140        5.10E-06
  0.150        1.27E-05
  0.160        2.93E-05
  0.180        1.26E-04
  0.200        4.40E-04
  0.250        5.14E-03
  0.300        3.20E-02
  0.350        1.33E-01
  0.400        4.19E-01
  0.450        1.08E+00
  0.500        2.39E+00
  0.600        8.49E+00
  0.700        2.22E+01
  0.800        4.73E+01
  0.900        8.70E+01
  1.000        1.43E+02
  1.250        3.60E+02
  1.500        6.71E+02
  1.750        1.04E+03
  2.000        1.44E+03
  2.500        2.21E+03
  3.000        2.89E+03
  3.500        3.47E+03
  4.000        3.98E+03
  5.000        4.89E+03
  6.000        5.78E+03
  7.000        6.67E+03
  8.000        7.49E+03
  9.000        8.04E+03
 10.000        8.12E+03


 



      AL26G(P,G)SI27                         
    t9       reaction rate
  0.004        5.49E-49
  0.005        1.69E-44
  0.006        4.48E-41
  0.007        2.42E-38
  0.008        4.34E-36
  0.009        3.48E-34
  0.010        1.52E-32
  0.011        4.10E-31
  0.012        7.60E-30
  0.013        1.03E-28
  0.014        1.08E-27
  0.015        9.16E-27
  0.016        6.45E-26
  0.018        2.04E-24
  0.020        3.97E-23
  0.025        1.51E-20
  0.030        1.38E-18
  0.040        9.74E-16
  0.050        1.01E-13
  0.060        3.41E-12
  0.070        5.59E-11
  0.080        5.55E-10
  0.090        3.83E-09
  0.100        2.02E-08
  0.110        8.81E-08
  0.120        3.38E-07
  0.130        1.19E-06
  0.140        3.93E-06
  0.150        1.22E-05
  0.160        3.49E-05
  0.180        2.25E-04
  0.200        1.08E-03
  0.250        2.01E-02
  0.300        1.52E-01
  0.350        6.68E-01
  0.400        2.07E+00
  0.450        5.03E+00
  0.500        1.03E+01
  0.600        3.03E+01
  0.700        6.59E+01
  0.800        1.18E+02
  0.900        1.86E+02
  1.000        2.67E+02
  1.250        5.16E+02
  1.500        7.99E+02
  1.750        1.09E+03
  2.000        1.36E+03
  2.500        1.84E+03
  3.000        2.20E+03
  3.500        2.48E+03
  4.000        2.70E+03
  5.000        3.05E+03
  6.000        3.37E+03
  7.000        3.69E+03
  8.000        3.98E+03
  9.000        4.15E+03
 10.000        4.13E+03


 



     AL27(P,G)SI28                           
    t9       reaction rate
  0.004        0.00E+00
  0.005        5.73E-50
  0.006        1.58E-46
  0.007        8.89E-44
  0.008        1.66E-41
  0.009        1.38E-39
  0.010        6.20E-38
  0.011        1.74E-36
  0.012        3.32E-35
  0.013        4.66E-34
  0.014        5.17E-33
  0.015        5.10E-32
  0.016        5.44E-31
  0.018        8.13E-29
  0.020        7.12E-27
  0.025        2.51E-23
  0.030        5.63E-21
  0.040        4.49E-18
  0.050        2.35E-16
  0.060        9.48E-15
  0.070        1.24E-12
  0.080        6.30E-11
  0.090        1.35E-09
  0.100        1.56E-08
  0.110        1.15E-07
  0.120        6.08E-07
  0.130        2.48E-06
  0.140        8.21E-06
  0.150        2.31E-05
  0.160        5.69E-05
  0.180        2.53E-04
  0.200        8.26E-04
  0.250        6.88E-03
  0.300        3.04E-02
  0.350        1.06E-01
  0.400        3.31E-01
  0.450        9.32E-01
  0.500        2.31E+00
  0.600        1.00E+01
  0.700        3.03E+01
  0.800        7.12E+01
  0.900        1.41E+02
  1.000        2.47E+02
  1.250        7.00E+02
  1.500        1.45E+03
  1.750        2.50E+03
  2.000        3.82E+03
  2.500        7.15E+03
  3.000        1.11E+04
  3.500        1.55E+04
  4.000        2.02E+04
  5.000        2.97E+04
  6.000        3.91E+04
  7.000        4.84E+04
  8.000        5.74E+04
  9.000        6.61E+04
 10.000        7.47E+04


 



     AL27(P,A)MG24                           
    t9       reaction rate
  0.004        0.00E+00
  0.005        4.61E-50
  0.006        1.31E-46
  0.007        7.50E-44
  0.008        1.42E-41
  0.009        1.21E-39
  0.010        5.55E-38
  0.011        1.58E-36
  0.012        3.11E-35
  0.013        5.20E-34
  0.014        1.29E-32
  0.015        4.68E-31
  0.016        1.38E-29
  0.018        4.24E-27
  0.020        4.13E-25
  0.025        1.50E-21
  0.030        3.36E-19
  0.040        2.68E-16
  0.050        1.37E-14
  0.060        1.86E-13
  0.070        2.79E-12
  0.080        1.28E-10
  0.090        3.43E-09
  0.100        4.78E-08
  0.110        4.08E-07
  0.120        2.41E-06
  0.130        1.07E-05
  0.140        3.83E-05
  0.150        1.15E-04
  0.160        2.97E-04
  0.180        1.43E-03
  0.200        4.94E-03
  0.250        4.38E-02
  0.300        1.79E-01
  0.350        4.77E-01
  0.400        9.88E-01
  0.450        1.76E+00
  0.500        2.91E+00
  0.600        7.35E+00
  0.700        1.83E+01
  0.800        4.38E+01
  0.900        9.67E+01
  1.000        1.95E+02
  1.250        8.13E+02
  1.500        2.40E+03
  1.750        5.68E+03
  2.000        1.15E+04
  2.500        3.52E+04
  3.000        8.25E+04
  3.500        1.64E+05
  4.000        2.90E+05
  5.000        7.19E+05
  6.000        1.46E+06
  7.000        2.61E+06
  8.000        4.27E+06
  9.000        6.55E+06
 10.000        9.55E+06


 



     AL27(A,N)P30                            
    t9       reaction rate
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        5.98E-49
  0.300        4.30E-40
  0.350        9.10E-34
  0.400        5.05E-29
  0.450        2.48E-25
  0.500        2.23E-22
  0.600        6.05E-18
  0.700        9.06E-15
  0.800        2.25E-12
  0.900        1.70E-10
  1.000        5.66E-09
  1.250        3.63E-06
  1.500        3.18E-04
  1.750        8.64E-03
  2.000        1.09E-01
  2.500        4.24E+00
  3.000        5.25E+01
  3.500        3.33E+02
  4.000        1.38E+03
  5.000        1.08E+04
  6.000        4.52E+04
  7.000        1.31E+05
  8.000        3.01E+05
  9.000        5.88E+05
 10.000        1.03E+06


 



     SI27(G,P)AL26T                          
    t9       reaction rate
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        0.00E+00
  0.400        0.00E+00
  0.450        0.00E+00
  0.500        0.00E+00
  0.600        0.00E+00
  0.700        2.42E-42
  0.800        2.77E-35
  0.900        8.73E-30
  1.000        2.23E-25
  1.250        2.02E-17
  1.500        4.29E-12
  1.750        2.83E-08
  2.000        2.12E-05
  2.500        2.34E-01
  3.000        1.20E+02
  3.500        1.06E+04
  4.000        3.15E+05
  5.000        3.84E+07
  6.000        1.01E+09
  7.000        1.11E+10
  8.000        6.94E+10
  9.000        2.90E+11
 10.000        8.88E+11


 



     SI27(G,P)AL26M                          
    t9       reaction rate
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        0.00E+00
  0.400        0.00E+00
  0.450        0.00E+00
  0.500        0.00E+00
  0.600        0.00E+00
  0.700        1.68E-45
  0.800        3.67E-38
  0.900        1.95E-32
  1.000        7.65E-28
  1.250        1.53E-19
  1.500        5.52E-14
  1.750        5.31E-10
  2.000        5.27E-07
  2.500        8.54E-03
  3.000        5.64E+00
  3.500        5.99E+02
  4.000        2.03E+04
  5.000        3.03E+06
  6.000        9.22E+07
  7.000        1.12E+09
  8.000        7.59E+09
  9.000        3.36E+10
 10.000        1.07E+11


 



     SI27(G,P)AL26G                          
    t9       reaction rate
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        0.00E+00
  0.400        0.00E+00
  0.450        0.00E+00
  0.500        0.00E+00
  0.600        0.00E+00
  0.700        2.42E-42
  0.800        2.76E-35
  0.900        8.71E-30
  1.000        2.22E-25
  1.250        2.00E-17
  1.500        4.23E-12
  1.750        2.78E-08
  2.000        2.07E-05
  2.500        2.25E-01
  3.000        1.14E+02
  3.500        1.00E+04
  4.000        2.94E+05
  5.000        3.53E+07
  6.000        9.22E+08
  7.000        1.00E+10
  8.000        6.18E+10
  9.000        2.56E+11
 10.000        7.81E+11


 



      SI27(P,G)P28                           
    t9       reaction rate
  0.006        1.93E-48
  0.007        1.47E-45
  0.008        3.50E-43
  0.009        3.57E-41
  0.010        1.92E-39
  0.011        6.26E-38
  0.012        1.37E-36
  0.013        2.29E-35
  0.014        4.56E-34
  0.015        1.72E-32
  0.016        6.59E-31
  0.018        3.38E-28
  0.020        4.99E-26
  0.025        3.83E-22
  0.030        1.42E-19
  0.040        2.10E-16
  0.050        1.57E-14
  0.060        3.09E-13
  0.070        5.06E-12
  0.080        7.96E-11
  0.090        8.15E-10
  0.100        5.37E-09
  0.110        2.50E-08
  0.120        8.95E-08
  0.130        2.61E-07
  0.140        6.48E-07
  0.150        1.42E-06
  0.160        2.82E-06
  0.180        9.06E-06
  0.200        2.50E-05
  0.250        2.84E-04
  0.300        2.44E-03
  0.350        1.28E-02
  0.400        4.56E-02
  0.450        1.22E-01
  0.500        2.67E-01
  0.600        8.58E-01
  0.700        1.95E+00
  0.800        3.57E+00
  0.900        5.68E+00
  1.000        8.18E+00
  1.250        1.56E+01
  1.500        2.37E+01
  1.750        3.21E+01
  2.000        4.08E+01
  2.500        6.11E+01
  3.000        8.98E+01
  3.500        1.33E+02
  4.000        1.99E+02
  5.000        4.17E+02
  6.000        7.87E+02
  7.000        1.34E+03
  8.000        2.09E+03
  9.000        3.06E+03
 10.000        4.25E+03


 



     SI28(P,G)P29                            
    t9       reaction rate
  0.006        1.59E-49
  0.007        1.20E-46
  0.008        2.81E-44
  0.009        2.83E-42
  0.010        1.50E-40
  0.011        4.84E-39
  0.012        1.04E-37
  0.013        1.62E-36
  0.014        1.93E-35
  0.015        1.83E-34
  0.016        1.43E-33
  0.018        5.39E-32
  0.020        1.23E-30
  0.025        6.37E-28
  0.030        7.39E-26
  0.040        7.34E-23
  0.050        9.66E-21
  0.060        3.91E-19
  0.070        7.38E-18
  0.080        8.26E-17
  0.090        7.43E-16
  0.100        1.39E-14
  0.110        4.07E-13
  0.120        8.03E-12
  0.130        1.01E-10
  0.140        8.87E-10
  0.150        5.77E-09
  0.160        2.95E-08
  0.180        4.43E-07
  0.200        3.79E-06
  0.250        1.73E-04
