input_file,reaction,type,method,E_lab_MeV,Q_MeV,sigma_tot_mb,products
p_d_pn_p_370.0MeV.out,p_d_pn_p,multi_body,multibody_flat,370.0,-2.224566043291999,702816964.0725648,n;p
p_d_pn_p_375.0MeV.out,p_d_pn_p,multi_body,multibody_flat,375.0,-2.224566043291999,684205958.302314,n;p
p_d_pn_p_380.0MeV.out,p_d_pn_p,multi_body,multibody_flat,380.0,-2.224566043291999,666312600.4341866,n;p
p_d_pn_p_385.0MeV.out,p_d_pn_p,multi_body,multibody_flat,385.0,-2.224566043291999,649089047.3997928,n;p
p_d_pn_p_390.0MeV.out,p_d_pn_p,multi_body,multibody_flat,390.0,-2.224566043291999,632583142.2939063,n;p
p_d_pn_p_395.0MeV.out,p_d_pn_p,multi_body,multibody_flat,395.0,-2.224566043291999,616651355.6011264,n;p
p_d_pn_p_40.0MeV.out,p_d_pn_p,multi_body,multibody_flat,40.0,-2.224566043291999,60134112620.27261,n;p
p_d_pn_p_400.0MeV.out,p_d_pn_p,multi_body,multibody_flat,400.0,-2.224566043291999,601341530.4799997,n;p
p_d_pn_p_45.0MeV.out,p_d_pn_p,multi_body,multibody_flat,45.0,-2.224566043291999,47514991469.899124,n;p
p_d_pn_p_5.0MeV.out,p_d_pn_p,multi_body,multibody_flat,5.0,-2.224566043291999,3848745835044.213,n;p
p_d_pn_p_50.0MeV.out,p_d_pn_p,multi_body,multibody_flat,50.0,-2.224566043291999,38486980547.17587,n;p
p_d_pn_p_55.0MeV.out,p_d_pn_p,multi_body,multibody_flat,55.0,-2.224566043291999,31807592074.30177,n;p
p_d_pn_p_60.0MeV.out,p_d_pn_p,multi_body,multibody_flat,60.0,-2.224566043291999,26727123183.528664,n;p
p_d_pn_p_65.0MeV.out,p_d_pn_p,multi_body,multibody_flat,65.0,-2.224566043291999,22773361538.25904,n;p
p_d_pn_p_70.0MeV.out,p_d_pn_p,multi_body,multibody_flat,70.0,-2.224566043291999,19636283233.938114,n;p
p_d_pn_p_75.0MeV.out,p_d_pn_p,multi_body,multibody_flat,75.0,-2.224566043291999,17105378211.46771,n;p
p_d_pn_p_80.0MeV.out,p_d_pn_p,multi_body,multibody_flat,80.0,-2.224566043291999,15034246293.533262,n;p
p_d_pn_p_85.0MeV.out,p_d_pn_p,multi_body,multibody_flat,85.0,-2.224566043291999,13317154018.847795,n;p
p_d_pn_p_90.0MeV.out,p_d_pn_p,multi_body,multibody_flat,90.0,-2.224566043291999,11878509138.8645,n;p
p_d_pn_p_95.0MeV.out,p_d_pn_p,multi_body,multibody_flat,95.0,-2.224566043291999,10661378251.78466,n;p
